,Data,Ultimo,10_giorni_precedenti_Ultimo,20_giorni_precedenti_Ultimo,30_giorni_precedenti_Ultimo
1177,195.4368,459.04,460.82,466.21,473.8
1178,195.45839999999998,465.79,462.05,467.52,474.59
1179,195.48,465.47,464.81,468.8,476.07
1180,195.5016,467.79,462.24,474.81,475.5
1181,195.5232,469.1,462.71,471.19,473.17
1182,195.58800000000002,468.96,461.74,470.85,470.99
1183,195.6096,467.66,454.59,463.36,471.86
1184,195.6312,470.28,453.52,461.46,470.99
1185,195.6528,466.85,452.36,461.27,473.14
1186,195.6744,464.89,455.1,459.67,468.18
1187,195.7392,460.83,459.04,460.82,466.21
1188,195.7608,461.52,465.79,462.05,467.52
1189,195.7824,462.61,465.47,464.81,468.8
1190,195.804,465.85,467.79,462.24,474.81
1191,195.82559999999998,473.77,469.1,462.71,471.19
1192,195.89039999999997,472.35,468.96,461.74,470.85
1193,195.912,468.42,467.66,454.59,463.36
1194,195.9336,466.51,470.28,453.52,461.46
1195,195.95520000000002,467.91,466.85,452.36,461.27
1196,195.9768,462.28,464.89,455.1,459.67
1197,196.0416,463.06,460.83,459.04,460.82
1198,196.0632,465.65,461.52,465.79,462.05
1199,196.0848,465.42,462.61,465.47,464.81
1200,196.10639999999998,464.35,465.85,467.79,462.24
1201,196.128,462.35,473.77,469.1,462.71
1202,196.1928,466.04,472.35,468.96,461.74
1203,196.2144,465.03,468.42,467.66,454.59
1204,196.23600000000002,465.62,466.51,470.28,453.52
1205,196.2576,463.57,467.91,466.85,452.36
1206,196.2792,461.47,462.28,464.89,455.1
1207,196.344,458.29,463.06,460.83,459.04
1208,196.3656,450.08,465.65,461.52,465.79
1209,196.38719999999998,449.93,465.42,462.61,465.47
1210,196.4304,452.29,464.35,465.85,467.79
1211,196.4952,454.16,462.35,473.77,469.1
1212,196.51680000000002,455.17,466.04,472.35,468.96
1213,196.5384,453.69,465.03,468.42,467.66
1214,196.56,448.92,465.62,466.51,470.28
1215,196.5816,453.3,463.57,467.91,466.85
1216,196.6464,453.33,461.47,462.28,464.89
1217,196.668,453.11,458.29,463.06,460.83
1218,196.68959999999998,451.23,450.08,465.65,461.52
1219,196.7112,445.45,449.93,465.42,462.61
1220,196.73280000000003,446.97,452.29,464.35,465.85
1221,196.79760000000002,449.47,454.16,462.35,473.77
1222,196.8192,450.15,455.17,466.04,472.35
1223,196.8408,454.97,453.69,465.03,468.42
1224,196.8624,455.35,448.92,465.62,466.51
1225,196.88400000000001,458.8,453.3,463.57,467.91
1226,196.9488,457.91,453.33,461.47,462.28
1227,196.97039999999998,457.1,453.11,458.29,463.06
1228,196.992,459.61,451.23,450.08,465.65
1229,197.0136,459.68,445.45,449.93,465.42
1230,197.03519999999997,459.83,446.97,452.29,464.35
1231,197.1216,462.47,449.47,454.16,462.35
1232,197.1432,460.86,450.15,455.17,466.04
1233,197.1648,461.17,454.97,453.69,465.03
1234,197.1864,459.27,455.35,448.92,465.62
1235,197.2728,459.11,458.8,453.3,463.57
1236,197.2944,460.71,457.91,453.33,461.47
1237,197.31599999999997,460.34,457.1,453.11,458.29
1238,197.3376,460.68,459.61,451.23,450.08
1239,197.4024,460.83,459.68,445.45,449.93
1240,197.424,461.68,459.83,446.97,452.29
1241,197.4456,461.67,462.47,449.47,454.16
1242,197.4672,461.64,460.86,450.15,455.17
1243,197.4888,465.97,461.17,454.97,453.69
1244,197.5536,469.38,459.27,455.35,448.92
1245,197.5752,470.05,459.11,458.8,453.3
1246,197.59680000000003,469.71,460.71,457.91,453.33
1247,197.61839999999998,466.95,460.34,457.1,453.11
1248,197.64000000000001,464.78,460.68,459.61,451.23
1249,197.7048,465.82,460.83,459.68,445.45
1250,197.7264,465.86,461.68,459.83,446.97
1251,197.748,467.44,461.67,462.47,449.47
1252,197.7696,468.32,461.64,460.86,450.15
1253,197.7912,470.39,465.97,461.17,454.97
1254,197.856,468.51,469.38,459.27,455.35
1255,197.8776,470.42,470.05,459.11,458.8
1256,197.89919999999998,470.4,469.71,460.71,457.91
1257,197.9208,472.79,466.95,460.34,457.1
1258,197.94240000000002,478.65,464.78,460.68,459.61
1259,198.0072,481.14,465.82,460.83,459.68
1260,198.0288,480.81,465.86,461.68,459.83
1261,198.0504,481.19,467.44,461.67,462.47
1262,198.072,480.19,468.32,461.64,460.86
1263,198.0936,481.46,470.39,465.97,461.17
1264,198.1584,481.65,468.51,469.38,459.27
1265,198.17999999999998,482.55,470.42,470.05,459.11
1266,198.20159999999998,484.54,470.4,469.71,460.71
1267,198.22320000000002,485.22,472.79,466.95,460.34
1268,198.2448,481.97,478.65,464.78,460.68
1269,198.3312,482.72,481.14,465.82,460.83
1270,198.3528,485.07,480.81,465.86,461.68
1271,198.3744,486.91,481.19,467.44,461.67
1272,198.396,488.26,480.19,468.32,461.64
1273,198.46079999999998,483.81,481.46,470.39,465.97
1274,198.48239999999998,487.39,481.65,468.51,469.38
1275,198.50400000000002,485.65,482.55,470.42,470.05
1276,198.52560000000003,485.13,484.54,470.4,469.71
1277,198.5472,485.42,485.22,472.79,466.95
1278,198.612,485.63,481.97,478.65,464.78
1279,198.6336,482.12,482.72,481.14,465.82
1280,198.6552,483.14,485.07,480.81,465.86
1281,198.6768,483.16,486.91,481.19,467.44
1282,198.6984,489.57,488.26,480.19,468.32
1283,198.76319999999998,490.05,483.81,481.46,470.39
1284,198.78480000000002,492.89,487.39,481.65,468.51
1285,198.80640000000002,491.88,485.65,482.55,470.42
1286,198.828,495.41,485.13,484.54,470.4
1287,198.8496,495.52,485.42,485.22,472.79
1288,198.9144,496.14,485.63,481.97,478.65
1289,198.936,495.07,482.12,482.72,481.14
1290,198.95759999999999,495.67,483.14,485.07,480.81
1291,198.9792,495.95,483.16,486.91,481.19
1292,199.0008,500.97,489.57,488.26,480.19
1293,199.0656,503.2,490.05,483.81,481.46
1294,199.08720000000002,503.9,492.89,487.39,481.65
1295,199.1088,503.12,491.88,485.65,482.55
1296,199.1304,502.22,495.41,485.13,484.54
1297,199.15200000000002,500.71,495.52,485.42,485.22
1298,199.2168,501.85,496.14,485.63,481.97
1299,199.2384,505.24,495.07,482.12,482.72
1300,199.26,505.57,495.67,483.14,485.07
1301,199.2816,506.08,495.95,483.16,486.91
1302,199.3032,506.42,500.97,489.57,488.26
1303,199.36800000000002,507.01,503.2,490.05,483.81
1304,199.38959999999997,505.53,503.9,492.89,487.39
1305,199.4112,507.17,503.12,491.88,485.65
1306,199.43280000000001,509.23,502.22,495.41,485.13
1307,199.5192,506.13,500.71,495.52,485.42
1308,199.5408,505.37,501.85,496.14,485.63
1309,199.5624,504.92,505.24,495.07,482.12
1310,199.584,505.29,505.57,495.67,483.14
1311,199.60559999999998,508.49,506.08,495.95,483.16
1312,199.67039999999997,512.89,506.42,500.97,489.57
1313,199.692,512.15,507.01,503.2,490.05
1314,199.7136,512.66,505.53,503.9,492.89
1315,199.73520000000002,513.55,507.17,503.12,491.88
1316,199.7568,514.71,509.23,502.22,495.41
1317,199.8216,514.26,506.13,500.71,495.52
1318,199.8432,514.86,505.37,501.85,496.14
1319,199.8648,520.48,504.92,505.24,495.07
1320,199.88639999999998,520.54,505.29,505.57,495.67
1321,199.908,520.12,508.49,506.08,495.95
1322,199.97279999999998,523.96,512.89,506.42,500.97
1323,199.9944,523.56,512.15,507.01,503.2
1324,200.01600000000002,524.36,512.66,505.53,503.9
1325,200.0376,524.37,513.55,507.17,503.12
1326,200.0592,525.55,514.71,509.23,502.22
1327,200.124,527.74,514.26,506.13,500.71
1328,200.1456,528.19,514.86,505.37,501.85
1329,200.1672,527.07,520.48,504.92,505.24
1330,200.1888,519.58,520.54,505.29,505.57
1331,200.2104,519.19,520.12,508.49,506.08
1332,200.2752,523.65,523.96,512.89,506.42
1333,200.29680000000002,528.59,523.56,512.15,507.01
1334,200.3184,528.61,524.36,512.66,505.53
1335,200.34,528.59,524.37,513.55,507.17
1336,200.3616,523.65,525.55,514.71,509.23
1337,200.448,523.58,527.74,514.26,506.13
1338,200.46959999999999,533.4,528.19,514.86,505.37
1339,200.4912,533.49,527.07,520.48,504.92
1340,200.5128,532.51,519.58,520.54,505.29
1341,200.57760000000002,535.6,519.19,520.12,508.49
1342,200.5992,535.55,523.65,523.96,512.89
1343,200.6208,533.13,528.59,523.56,512.15
1344,200.6424,532.35,528.61,524.36,512.66
1345,200.66400000000002,527.94,528.59,524.37,513.55
1346,200.7288,530.88,523.65,525.55,514.71
1347,200.75039999999998,536.05,523.58,527.74,514.26
1348,200.772,536.47,533.4,528.19,514.86
1349,200.7936,537.12,533.49,527.07,520.48
1350,200.81519999999998,539.83,532.51,519.58,520.54
1351,200.88000000000002,545.22,535.6,519.19,520.12
1352,200.9016,544.98,535.55,523.65,523.96
1353,200.9232,543.98,533.13,528.59,523.56
1354,200.94480000000001,551.07,532.35,528.61,524.36
1355,200.9664,549.71,527.94,528.59,524.37
1356,201.03119999999998,544.13,530.88,523.65,525.55
1357,201.0528,542.43,536.05,523.58,527.74
1358,201.0744,544.73,536.47,533.4,528.19
1359,201.09599999999998,543.87,537.12,533.49,527.07
1360,201.11759999999998,544.75,539.83,532.51,519.58
1361,201.1824,547.09,545.22,535.6,519.19
1362,201.22560000000001,547.26,544.98,535.55,523.65
1363,201.2472,553.99,543.98,533.13,528.59
1364,201.2688,556.37,551.07,532.35,528.61
1365,201.3336,557.19,549.71,527.94,528.59
1366,201.3552,554.78,544.13,530.88,523.65
1367,201.3768,560.89,542.43,536.05,523.58
1368,201.39839999999998,561.0,544.73,536.47,533.4
1369,201.42000000000002,559.89,543.87,537.12,533.49
1370,201.4848,562.72,544.75,539.83,532.51
1371,201.5064,558.46,547.09,545.22,535.6
1372,201.528,550.98,547.26,544.98,535.55
1373,201.5496,553.54,553.99,543.98,533.13
1374,201.5712,553.62,556.37,551.07,532.35
1375,201.636,556.63,557.19,549.71,527.94
1376,201.6576,561.1,554.78,544.13,530.88
1377,201.67919999999998,561.61,560.89,542.43,536.05
1378,201.7008,565.22,561.0,544.73,536.47
1379,201.72240000000002,562.93,559.89,543.87,537.12
1380,201.7872,562.06,562.72,544.75,539.83
1381,201.80880000000002,559.64,558.46,547.09,545.22
1382,201.8304,558.8,550.98,547.26,544.98
1383,201.852,558.75,553.54,553.99,543.98
1384,201.8736,558.94,553.62,556.37,551.07
1385,201.9384,560.03,556.63,557.19,549.71
1386,201.95999999999998,560.39,561.1,554.78,544.13
1387,201.9816,559.71,561.61,560.89,542.43
1388,202.00320000000002,557.45,565.22,561.0,544.73
1389,202.02479999999997,555.11,562.93,559.89,543.87
1390,202.08960000000002,559.74,562.06,562.72,544.75
1391,202.1112,558.57,559.64,558.46,547.09
1392,202.1328,559.97,558.8,550.98,547.26
1393,202.1544,559.04,558.75,553.54,553.99
1394,202.176,559.21,558.94,553.62,556.37
1395,202.24079999999998,558.11,560.03,556.63,557.19
1396,202.26239999999999,559.52,560.39,561.1,554.78
1397,202.284,557.14,559.71,561.61,560.89
1398,202.30560000000003,557.46,557.45,565.22,561.0
1399,202.3272,560.1,555.11,562.93,559.89
1400,202.392,559.05,559.74,562.06,562.72
1401,202.4136,560.0,558.57,559.64,558.46
1402,202.4352,560.92,559.97,558.8,550.98
1403,202.4568,561.88,559.04,558.75,553.54
1404,202.4784,563.84,559.21,558.94,553.62
1405,202.5648,569.17,558.11,560.03,556.63
1406,202.58640000000003,570.17,559.52,560.39,561.1
1407,202.60799999999998,570.29,557.14,559.71,561.61
1408,202.6296,572.68,557.46,557.45,565.22
1409,202.6944,573.91,560.1,555.11,562.93
1410,202.716,576.51,559.05,559.74,562.06
1411,202.7376,578.77,560.0,558.57,559.64
1412,202.7592,583.61,560.92,559.97,558.8
1413,202.7808,583.35,561.88,559.04,558.75
1414,202.8456,582.77,563.84,559.21,558.94
1415,202.86720000000003,584.2,569.17,558.11,560.03
1416,202.88879999999997,586.77,570.17,559.52,560.39
1417,202.9104,583.0,570.29,557.14,559.71
1418,202.93200000000002,581.73,572.68,557.46,557.45
1419,202.9968,581.81,573.91,560.1,555.11
1420,203.0184,581.41,576.51,559.05,559.74
1421,203.04,581.04,578.77,560.0,558.57
1422,203.0616,585.87,583.61,560.92,559.97
1423,203.0832,584.41,583.35,561.88,559.04
1424,203.148,581.72,582.77,563.84,559.21
1425,203.16959999999997,582.34,584.2,569.17,558.11
1426,203.1912,581.47,586.77,570.17,559.52
1427,203.21280000000002,582.63,583.0,570.29,557.14
1428,203.23440000000002,582.49,581.73,572.68,557.46
1429,203.2992,578.37,581.81,573.91,560.1
1430,203.3208,577.52,581.41,576.51,559.05
1431,203.3424,579.46,581.04,578.77,560.0
1432,203.364,583.1,585.87,583.61,560.92
1433,203.38559999999998,584.5,584.41,583.35,561.88
1434,203.45040000000003,583.03,581.72,582.77,563.84
1435,203.47199999999998,586.78,582.34,584.2,569.17
1436,203.49360000000001,587.44,581.47,586.77,570.17
1437,203.51520000000002,590.65,582.63,583.0,570.29
1438,203.5368,587.46,582.49,581.73,572.68
1439,203.6016,585.06,578.37,581.81,573.91
1440,203.6232,586.56,577.52,581.41,576.51
1441,203.6448,582.47,579.46,581.04,578.77
1442,203.66639999999998,576.72,583.1,585.87,583.61
1443,203.688,579.7,584.5,584.41,583.35
1444,203.75279999999998,583.25,583.03,581.72,582.77
1445,203.7744,581.5,586.78,582.34,584.2
1446,203.79600000000002,584.22,587.44,581.47,586.77
1447,203.8176,589.72,590.65,582.63,583.0
1448,203.8392,590.57,587.46,582.49,581.73
1449,203.904,588.46,585.06,578.37,581.81
1450,203.9256,586.32,586.56,577.52,581.41
1451,203.9472,591.71,582.47,579.46,581.04
1452,203.9688,593.26,576.72,583.1,585.87
1453,203.9904,592.72,579.7,584.5,584.41
1454,204.05519999999999,592.3,583.25,583.03,581.72
1455,204.07680000000002,589.29,581.5,586.78,582.34
1456,204.0984,593.96,584.22,587.44,581.47
1457,204.12,597.34,589.72,590.65,582.63
1458,204.1416,600.07,590.57,587.46,582.49
1459,204.2064,596.85,588.46,585.06,578.37
1460,204.228,600.24,586.32,586.56,577.52
1461,204.2496,598.4,591.71,582.47,579.46
1462,204.2928,599.97,593.26,576.72,583.1
1463,204.35760000000002,601.32,592.72,579.7,584.5
1464,204.37919999999997,606.45,592.3,583.25,583.03
1465,204.4008,607.64,589.29,581.5,586.78
1466,204.4224,605.37,593.96,584.22,587.44
1467,204.44400000000002,606.98,597.34,589.72,590.65
1468,204.5088,613.68,600.07,590.57,587.46
1469,204.5304,617.68,596.85,588.46,585.06
1470,204.552,620.18,600.24,586.32,586.56
1471,204.5736,616.17,598.4,591.71,582.47
1472,204.59519999999998,617.48,599.97,593.26,576.72
1473,204.66000000000003,619.52,601.32,592.72,579.7
1474,204.6816,618.78,606.45,592.3,583.25
1475,204.7032,621.69,607.64,589.29,581.5
1476,204.72480000000002,616.92,605.37,593.96,584.22
1477,204.7464,616.34,606.98,597.34,589.72
1478,204.81119999999999,606.81,613.68,600.07,590.57
1479,204.8328,611.93,617.68,596.85,588.46
1480,204.8544,605.94,620.18,600.24,586.32
1481,204.876,610.49,616.17,598.4,591.71
1482,204.89759999999998,611.96,617.48,599.97,593.26
1483,204.984,614.3,619.52,601.32,592.72
1484,205.00560000000002,614.53,618.78,606.45,592.3
1485,205.0272,614.12,621.69,607.64,589.29
1486,205.0488,615.93,616.92,605.37,593.96
1487,205.1352,620.73,616.34,606.98,597.34
1488,205.1568,621.32,606.81,613.68,600.07
1489,205.17839999999998,617.7,611.93,617.68,596.85
1490,205.2,616.71,605.94,620.18,600.24
1491,205.2648,618.46,610.49,616.17,598.4
1492,205.28640000000001,609.45,611.96,617.48,599.97
1493,205.308,598.48,614.3,619.52,601.32
1494,205.3296,602.69,614.53,618.78,606.45
1495,205.3512,601.81,614.12,621.69,607.64
1496,205.416,599.82,615.93,616.92,605.37
1497,205.4376,608.44,620.73,616.34,606.98
1498,205.45919999999998,606.37,621.32,606.81,613.68
1499,205.4808,608.24,617.7,611.93,617.68
1500,205.50240000000002,611.83,616.71,605.94,620.18
1501,205.5672,613.4,618.46,610.49,616.17
1502,205.58880000000002,612.79,609.45,611.96,617.48
1503,205.6104,619.96,598.48,614.3,619.52
1504,205.632,617.03,602.69,614.53,618.78
1505,205.6536,621.62,601.81,614.12,621.69
1506,205.7184,624.22,599.82,615.93,616.92
1507,205.73999999999998,630.15,608.44,620.73,616.34
1508,205.7616,636.02,606.37,621.32,606.81
1509,205.7832,638.46,608.24,617.7,611.93
1510,205.80480000000003,635.85,611.83,616.71,605.94
1511,205.86960000000002,641.43,613.4,618.46,610.49
1512,205.8912,646.33,612.79,609.45,611.96
1513,205.9128,649.93,619.96,598.48,614.3
1514,205.9344,656.07,617.03,602.69,614.53
1515,205.956,656.37,621.62,601.81,614.12
1516,206.02079999999998,661.45,624.22,599.82,615.93
1517,206.0424,660.51,630.15,608.44,620.73
1518,206.064,655.58,636.02,606.37,621.32
1519,206.08560000000003,651.32,638.46,608.24,617.7
1520,206.10719999999998,647.98,635.85,611.83,616.71
1521,206.1936,640.65,641.43,613.4,618.46
1522,206.2152,648.1,646.33,612.79,609.45
1523,206.2368,658.86,649.93,619.96,598.48
1524,206.2584,659.08,656.07,617.03,602.69
1525,206.32319999999999,650.46,656.37,621.62,601.81
1526,206.3448,647.24,661.45,624.22,599.82
1527,206.3664,644.75,660.51,630.15,608.44
1528,206.38799999999998,640.43,655.58,636.02,606.37
1529,206.4096,644.37,651.32,638.46,608.24
1530,206.4744,650.81,647.98,635.85,611.83
1531,206.496,655.79,640.65,641.43,613.4
1532,206.51760000000002,652.0,648.1,646.33,612.79
1533,206.5392,653.65,658.86,649.93,619.96
1534,206.5608,633.5,659.08,656.07,617.03
1535,206.6256,640.02,650.46,656.37,621.62
1536,206.6472,637.09,647.24,661.45,624.22
1537,206.66879999999998,638.55,644.75,660.51,630.15
1538,206.69039999999998,640.87,640.43,655.58,636.02
1539,206.71200000000002,641.43,644.37,651.32,638.46
1540,206.7768,652.65,650.81,647.98,635.85
1541,206.79840000000002,651.69,655.79,640.65,641.43
1542,206.82,649.98,652.0,648.1,646.33
1543,206.8416,649.19,653.65,658.86,649.93
1544,206.8632,650.62,633.5,659.08,656.07
1545,206.928,650.04,640.02,650.46,656.37
1546,206.94959999999998,652.97,637.09,647.24,661.45
1547,206.97119999999998,648.91,638.55,644.75,660.51
1548,206.99280000000002,648.94,640.87,640.43,655.58
1549,207.01440000000002,645.5,641.43,644.37,651.32
1550,207.07920000000001,653.73,652.65,650.81,647.98
1551,207.1008,655.26,651.69,655.79,640.65
1552,207.1224,655.88,649.98,652.0,648.1
1553,207.144,655.86,649.19,653.65,658.86
1554,207.2304,644.24,650.62,633.5,659.08
1555,207.25199999999998,642.19,650.04,640.02,650.46
1556,207.27360000000002,633.5,652.97,637.09,647.24
1557,207.29520000000002,631.18,648.91,638.55,644.75
1558,207.3168,636.71,648.94,640.87,640.43
1559,207.3816,642.49,645.5,641.43,644.37
1560,207.4032,645.0,653.73,652.65,650.81
1561,207.4248,641.61,655.26,651.69,655.79
1562,207.4464,643.61,655.88,649.98,652.0
1563,207.468,645.07,655.86,649.19,653.65
1564,207.53279999999998,647.89,644.24,650.62,633.5
1565,207.5544,651.58,642.19,650.04,640.02
1566,207.57600000000002,650.17,633.5,652.97,637.09
1567,207.5976,652.87,631.18,648.91,638.55
1568,207.6192,653.46,636.71,648.94,640.87
1569,207.684,654.16,642.49,645.5,641.43
1570,207.7056,654.17,645.0,653.73,652.65
1571,207.7272,654.58,641.61,655.26,651.69
1572,207.7488,643.38,643.61,655.88,649.98
1573,207.7704,641.63,645.07,655.86,649.19
1574,207.8352,640.81,647.89,644.24,650.62
1575,207.85680000000002,638.26,651.58,642.19,650.04
1576,207.87839999999997,644.78,650.17,633.5,652.97
1577,207.9,645.44,652.87,631.18,648.91
1578,207.9216,652.09,653.46,636.71,648.94
1579,207.9864,661.51,654.16,642.49,645.5
1580,208.008,665.6,654.17,645.0,653.73
1581,208.0296,665.42,654.58,641.61,655.26
1582,208.0512,664.85,643.38,643.61,655.88
1583,208.0728,668.91,641.63,645.07,655.86
1584,208.1376,673.15,640.81,647.89,644.24
1585,208.15920000000003,672.76,638.26,651.58,642.19
1586,208.1808,678.42,644.78,650.17,633.5
1587,208.2024,676.0,645.44,652.87,631.18
1588,208.22400000000002,678.51,652.09,653.46,636.71
1589,208.3104,672.23,661.51,654.16,642.49
1590,208.332,667.93,665.6,654.17,645.0
1591,208.3536,671.7,665.42,654.58,641.61
1592,208.37519999999998,669.12,664.85,643.38,643.61
1593,208.44000000000003,667.68,668.91,641.63,645.07
1594,208.46159999999998,672.56,673.15,640.81,647.89
1595,208.4832,678.44,672.76,638.26,651.58
1596,208.50480000000002,673.03,678.42,644.78,650.17
1597,208.5264,673.31,676.0,645.44,652.87
1598,208.5912,672.16,678.51,652.09,653.46
1599,208.6128,670.97,672.23,661.51,654.16
1600,208.6344,669.04,667.93,665.6,654.17
1601,208.656,667.92,671.7,665.42,654.58
1602,208.67759999999998,665.85,669.12,664.85,643.38
1603,208.74239999999998,665.16,667.68,668.91,641.63
1604,208.764,662.06,672.56,673.15,640.81
1605,208.78560000000002,661.96,678.44,672.76,638.26
1606,208.8072,662.1,673.03,678.42,644.78
1607,208.8288,666.84,673.31,676.0,645.44
1608,208.8936,668.85,672.16,678.51,652.09
1609,208.9152,668.48,670.97,672.23,661.51
1610,208.9368,664.39,669.04,667.93,665.6
1611,208.95839999999998,668.55,667.92,671.7,665.42
1612,208.98,670.63,665.85,669.12,664.85
1613,209.0448,675.88,665.16,667.68,668.91
1614,209.06640000000002,673.61,662.06,672.56,673.15
1615,209.08800000000002,672.4,661.96,678.44,672.76
1616,209.1312,657.44,662.1,673.03,678.42
1617,209.196,652.54,666.84,673.31,676.0
1618,209.2176,654.75,668.85,672.16,678.51
1619,209.23919999999998,656.06,668.48,670.97,672.23
1620,209.2608,645.67,664.39,669.04,667.93
1621,209.2824,646.19,668.55,667.92,671.7
1622,209.34720000000002,629.8,670.63,665.85,669.12
1623,209.36880000000002,628.37,675.88,665.16,667.68
1624,209.3904,634.07,673.61,662.06,672.56
1625,209.412,643.56,672.4,661.96,678.44
1626,209.4336,638.73,657.44,662.1,673.03
1627,209.4984,633.77,652.54,666.84,673.31
1628,209.51999999999998,626.87,654.75,668.85,672.16
1629,209.5416,626.65,656.06,668.48,670.97
1630,209.5632,631.17,645.67,664.39,669.04
1631,209.58480000000003,635.9,646.19,668.55,667.92
1632,209.64960000000002,630.91,629.8,670.63,665.85
1633,209.6712,635.26,628.37,675.88,665.16
1634,209.6928,639.95,634.07,673.61,662.06
1635,209.7144,650.02,643.56,672.4,661.96
1636,209.736,662.49,638.73,657.44,662.1
1637,209.8008,660.23,633.77,652.54,666.84
1638,209.8224,662.38,626.87,654.75,668.85
1639,209.844,664.16,626.65,656.06,668.48
1640,209.8656,662.59,631.17,645.67,664.39
1641,209.88719999999998,662.1,635.9,646.19,668.55
1642,209.952,665.77,630.91,629.8,670.63
1643,209.9736,660.2,635.26,628.37,675.88
1644,209.9952,662.05,639.95,634.07,673.61
1645,210.0168,662.28,650.02,643.56,672.4
1646,210.0384,665.21,662.49,638.73,657.44
1647,210.1032,666.58,660.23,633.77,652.54
1648,210.1248,665.69,662.38,626.87,654.75
1649,210.1464,665.07,664.16,626.65,656.06
1650,210.16799999999998,670.68,662.59,631.17,645.67
1651,210.18959999999998,667.03,662.1,635.9,646.19
1652,210.2544,663.88,665.77,630.91,629.8
1653,210.276,666.4,660.2,635.26,628.37
1654,210.29760000000002,664.81,662.05,639.95,634.07
1655,210.3192,657.4,662.28,650.02,643.56
1656,210.3408,651.99,665.21,662.49,638.73
1657,210.4272,654.72,666.58,660.23,633.77
1658,210.44879999999998,655.61,665.69,662.38,626.87
1659,210.47039999999998,649.44,665.07,664.16,626.65
1660,210.49200000000002,655.68,670.68,662.59,631.17
1661,210.5568,663.76,667.03,662.1,635.9
1662,210.57840000000002,663.81,663.88,665.77,630.91
1663,210.6,667.28,666.4,660.2,635.26
1664,210.6216,671.15,664.81,662.05,639.95
1665,210.6432,680.54,657.4,662.28,650.02
1666,210.708,683.98,651.99,665.21,662.49
1667,210.7296,682.94,654.72,666.58,660.23
1668,210.75119999999998,681.47,655.61,665.69,662.38
1669,210.7728,683.0,649.44,665.07,664.16
1670,210.79440000000002,687.02,655.68,670.68,662.59
1671,210.85920000000002,686.48,663.76,667.03,662.1
1672,210.8808,685.61,663.81,663.88,665.77
1673,210.9024,685.83,667.28,666.4,660.2
1674,210.924,685.86,671.15,664.81,662.05
1675,210.94559999999998,686.19,680.54,657.4,662.28
1676,211.0104,687.31,683.98,651.99,665.21
1677,211.03199999999998,689.08,682.94,654.72,666.58
1678,211.0536,694.01,681.47,655.61,665.69
1679,211.07520000000002,692.78,683.0,649.44,665.07
1680,211.09679999999997,701.46,687.02,655.68,670.68
1681,211.1616,703.38,686.48,663.76,667.03
1682,211.1832,700.64,685.61,663.81,663.88
1683,211.2048,696.74,685.83,667.28,666.4
1684,211.2264,694.61,685.86,671.15,664.81
1685,211.248,700.66,686.19,680.54,657.4
1686,211.31279999999998,703.54,687.31,683.98,651.99
1687,211.3344,702.57,689.08,682.94,654.72
1688,211.35600000000002,704.41,694.01,681.47,655.61
1689,211.37759999999997,706.99,692.78,683.0,649.44
1690,211.3992,710.82,701.46,687.02,655.68
1691,211.464,709.85,703.38,686.48,663.76
1692,211.4856,706.57,700.64,685.61,663.81
1693,211.5072,707.27,696.74,685.83,667.28
1694,211.5288,702.29,694.61,685.86,671.15
1695,211.5504,700.92,700.66,686.19,680.54
1696,211.6152,697.26,703.54,687.31,683.98
1697,211.6368,701.5,702.57,689.08,682.94
1698,211.65839999999997,700.9,704.41,694.01,681.47
1699,211.68,705.27,706.99,692.78,683.0
1700,211.7016,703.77,710.82,701.46,687.02
1701,211.7664,706.73,709.85,703.38,686.48
1702,211.788,714.14,706.57,700.64,685.61
1703,211.8096,724.59,707.27,696.74,685.83
1704,211.8312,727.65,702.29,694.61,685.86
1705,211.8528,730.82,700.92,700.66,686.19
1706,211.9176,731.87,697.26,703.54,687.31
1707,211.93920000000003,729.56,701.5,702.57,689.08
1708,211.96079999999998,731.13,700.9,704.41,694.01
1709,211.9824,735.88,705.27,706.99,692.78
1710,212.00400000000002,737.62,703.77,710.82,701.46
1711,212.0688,737.02,706.73,709.85,703.38
1712,212.0904,742.16,714.14,706.57,700.64
1713,212.112,743.95,724.59,707.27,696.74
1714,212.1336,742.75,727.65,702.29,694.61
1715,212.1552,748.73,730.82,700.92,700.66
1716,212.22,757.03,731.87,697.26,703.54
1717,212.24159999999998,755.96,729.56,701.5,702.57
1718,212.2632,755.0,731.13,700.9,704.41
1719,212.3064,757.02,735.88,705.27,706.99
1720,212.37120000000002,756.56,737.62,703.77,710.82
1721,212.3928,748.28,737.02,706.73,709.85
1722,212.4144,745.1,742.16,714.14,706.57
1723,212.436,744.38,743.95,724.59,707.27
1724,212.45759999999999,739.6,742.75,727.65,702.29
1725,212.52239999999998,749.76,748.73,730.82,700.92
1726,212.54399999999998,747.54,757.03,731.87,697.26
1727,212.56560000000002,740.73,755.96,729.56,701.5
1728,212.5872,729.3,755.0,731.13,700.9
1729,212.6088,728.64,757.02,735.88,705.27
1730,212.6736,720.98,756.56,737.62,703.77
1731,212.6952,726.04,748.28,737.02,706.73
1732,212.7168,731.54,745.1,742.16,714.14
1733,212.73839999999998,745.76,744.38,743.95,724.59
1734,212.76,748.87,739.6,742.75,727.65
1735,212.82479999999998,746.92,749.76,748.73,730.82
1736,212.84640000000002,751.03,747.54,757.03,731.87
1737,212.8896,755.82,740.73,755.96,729.56
1738,212.9112,756.79,729.3,755.0,731.13
